name		kfyuri
	frame	data/chars/0yuri/kfyuri/ju06.gif
	frame	data/chars/0yuri/kfyuri/ju05.gif
	frame	data/chars/0yuri/kfyuri/ju06.gif
	frame	data/chars/0yuri/kfyuri/ju05.gif
	frame	data/chars/0yuri/kfyuri/ju06.gif
	frame	data/chars/0yuri/kfyuri/ju05.gif
	frame	data/chars/0yuri/kfyuri/ju06.gif
	frame	data/chars/0yuri/kfyuri/ju05.gif
	frame	data/chars/0yuri/kfyuri/ju06.gif
	frame	data/chars/0yuri/kfyuri/ju05.gif
	frame	data/chars/0yuri/kfyuri/ju06.gif
	frame	data/chars/0yuri/kfyuri/ju05.gif
	frame	data/chars/0yuri/kfyuri/ju06.gif
	frame	data/chars/0yuri/kfyuri/ju05.gif
	frame	data/chars/0yuri/kfyuri/ju06.gif
	frame	data/chars/0yuri/kfyuri/ju05.gif
	frame	data/chars/0yuri/kfyuri/ju06.gif
	frame	data/chars/0yuri/kfyuri/ju05.gif
	frame	data/chars/0yuri/kfyuri/ju06.gif
		
anim	jumpattack
	loop	0
	delay	8
	offset	145 203
	bbox	131 100 33 45
	staydown	500 500
	hitfx	data/sounds/beat3.wav
	sound	data/sounds/yur01.wav
	frame	data/chars/0yuri/kfyuri/jua01.gif
	frame	data/chars/0yuri/kfyuri/jua02.gif
	delay	30
	attack	131 130 97 44 25 1 0 0 30 0
	frame	data/chars/0yuri/kfyuri/jua03.gif
	delay	8
	frame	data/chars/0yuri/kfyuri/jua02.gif
	attack	0 0 0 0
	frame	data/chars/0yuri/kfyuri/jua01.gif
		
anim	jumpattack2
	loop	0
	delay	7
	offset	145 203
	bbox	125 100 33 45
	sound	data/sounds/punch.wav
	frame	data/chars/0yuri/kfyuri/jua08.gif
	attack2	130 120 60 40 12 0 0 0 15 0
	frame	data/chars/0yuri/kfyuri/jua09.gif
		
anim	jumpattack3
	loop	0
	delay	6
	followanim	6
	followcond	1
	offset	145 203
	bbox	137 100 32 45
	jumpframe	0 2.2 1.2 0
	landframe	10
	quakeframe	19 5 5
	hitfx	data/sounds/beat5.wav
	sound	data/sounds/yur02.wav
	frame	data/chars/0yuri/kfyuri/jub00.gif
	frame	data/chars/0yuri/kfyuri/jub01.gif
	frame	data/chars/0yuri/kfyuri/jub02.gif
	frame	data/chars/0yuri/kfyuri/jub03.gif
	frame	data/chars/0yuri/kfyuri/jub04.gif
	attack2	125 130 50 31 25 0 1 0 16 0
	frame	data/chars/0yuri/kfyuri/jub05.gif
	frame	data/chars/0yuri/kfyuri/jub06.gif
	frame	data/chars/0yuri/kfyuri/jub05.gif
	frame	data/chars/0yuri/kfyuri/jub06.gif
	@cmd	looper 5 30
	frame	data/chars/0yuri/kfyuri/jub05.gif
	delay	1
	move	1
	offset	145 195
	frame	data/chars/0yuri/kfyuri/jub05.gif
	offset	145 190
	frame	data/chars/0yuri/kfyuri/jub06.gif
	offset	145 185
	frame	data/chars/0yuri/kfyuri/jub06.gif
	offset	145 180
	frame	data/chars/0yuri/kfyuri/jub06.gif
	offset	145 175
	frame	data/chars/0yuri/kfyuri/jub06.gif
	offset	145 170
	frame	data/chars/0yuri/kfyuri/jub06.gif
	offset	145 165
	frame	data/chars/0yuri/kfyuri/jub06.gif
	offset	145 160
	frame	data/chars/0yuri/kfyuri/jub06.gif
	offset	145 203
	move	0
	bbox	137 163 32 45
	attack2	125 180 50 31 25 0 1 0 16 0
	frame	data/chars/0yuri/kfyuri/jub07.gif
	@cmd	spawn01 "dust" 1 1 1
	@cmd	spawn01 "qfx" 15 1 1
	delay	2
	frame	data/chars/0yuri/kfyuri/jub08.gif
	frame	data/chars/0yuri/kfyuri/jub08.gif
	frame	data/chars/0yuri/kfyuri/jub08.gif
	frame	data/chars/0yuri/kfyuri/jub09.gif
	frame	data/chars/0yuri/kfyuri/jub09.gif
	frame	data/chars/0yuri/kfyuri/jub09.gif
	frame	data/chars/0yuri/kfyuri/jub10.gif
	frame	data/chars/0yuri/kfyuri/jub10.gif
	frame	data/chars/0yuri/kfyuri/jub10.gif
	frame	data/chars/0yuri/kfyuri/jub10.gif
	frame	data/chars/0yuri/kfyuri/jub10.gif
	attack2	0 0 0 0
	delay	15
	frame	data/chars/0yuri/kfyuri/jub10.gif
	delay	9
	@cmd	flip
	offset	145 188
	frame	data/chars/0yuri/kfyuri/grab25.gif
	offset	145 205
	frame	data/chars/0yuri/kfyuri/dgd09.gif
	@cmd	clearL
	frame	data/chars/0yuri/kfyuri/dgd10.gif
	frame	data/chars/0yuri/kfyuri/dgd11.gif
		
anim	jumpdelay
	loop	0
	delay	6
	offset	145 203
	bbox	132 120 33 50
	frame	data/chars/0yuri/kfyuri/ju00.gif
		
anim	jumpforward
	loop	0
	delay	8
	offset	145 203
	bbox	125 100 33 45
	landframe	5
	hitfx	data/sounds/beat3.wav
	sound	data/sounds/yur01.wav
	forcedirection	-1
	staydown	300 300
	frame	data/chars/0yuri/kfyuri/juatk02.gif
	frame	data/chars/0yuri/kfyuri/jua04.gif
	delay	30
	attack	120 130 82 55 30 1 0 0 25 0
	frame	data/chars/0yuri/kfyuri/jua05.gif
	delay	8
	frame	data/chars/0yuri/kfyuri/jua04.gif
	delay	500
	attack	0 0 0 0
	frame	data/chars/0yuri/kfyuri/juatk02.gif
	delay	6
	frame	data/chars/0yuri/kfyuri/ju00a.gif
		
anim	jumpland
	loop	0
	delay	6
	offset	145 203
	bbox	132 120 33 50
	frame	data/chars/0yuri/kfyuri/ju00a.gif
		
anim	pain
	loop	0
	delay	7
	offset	145 203
	bbox	132 115 33 80
	frame	data/chars/0yuri/kfyuri/pain1.gif
	delay	10
	frame	data/chars/0yuri/kfyuri/pain2.gif
	delay	7
	frame	data/chars/0yuri/kfyuri/pain1.gif
		
anim	pain2
	loop	0
	delay	7
	offset	145 203
	bbox	132 115 33 80
	frame	data/chars/0yuri/kfyuri/pain3.gif
	delay	10
	frame	data/chars/0yuri/kfyuri/pain4.gif
	delay	7
	frame	data/chars/0yuri/kfyuri/pain3.gif
		
anim	pain3
	loop	0
	delay	2
	offset	145 203
	bbox	132 115 33 80
	move	-6
	frame	data/chars/0yuri/kfyuri/pain1.gif
	frame	data/chars/0yuri/kfyuri/pain1.gif
	frame	data/chars/0yuri/kfyuri/pain1.gif
	frame	data/chars/0yuri/kfyuri/pain2.gif
	frame	data/chars/0yuri/kfyuri/pain2.gif
	frame	data/chars/0yuri/kfyuri/pain2.gif
	move	-3
	frame	data/chars/0yuri/kfyuri/pain2.gif
	frame	data/chars/0yuri/kfyuri/pain2.gif
	move	-1
	frame	data/chars/0yuri/kfyuri/pain2.gif
	delay	55
	frame	data/chars/0yuri/kfyuri/pain2.gif
		
anim	pain5
	loop	0
	delay	12
	offset	145 203
	bbox	132 115 33 80
	frame	data/chars/0yuri/kfyuri/pain1.gif
	frame	data/chars/0yuri/kfyuri/pain2.gif
	frame	data/chars/0yuri/kfyuri/pain3.gif
	frame	data/chars/0yuri/kfyuri/pain4.gif
	frame	data/chars/0yuri/kfyuri/de01.gif
	frame	data/chars/0yuri/kfyuri/de02.gif
	frame	data/chars/0yuri/kfyuri/de03.gif
	frame	data/chars/0yuri/kfyuri/de04.gif
	frame	data/chars/0yuri/kfyuri/dgd10.gif
	delay	18
	frame	data/chars/0yuri/kfyuri/dgd09.gif
	delay	12
	frame	data/chars/0yuri/kfyuri/dgd10.gif
	frame	data/chars/0yuri/kfyuri/dgd11.gif
		
anim	pain6
	loop	0
	delay	14
	offset	145 203
	bbox	0 0 0 0
	frame	data/chars/0yuri/kfyuri/de01.gif
	frame	data/chars/0yuri/kfyuri/de02.gif
	frame	data/chars/0yuri/kfyuri/de03.gif
	frame	data/chars/0yuri/kfyuri/de04.gif
	frame	data/chars/0yuri/kfyuri/de05.gif
	frame	data/chars/0yuri/kfyuri/de06.gif
	delay	750
	frame	data/chars/0yuri/kfyuri/de07.gif
	delay	8
	@cmd	flip
	frame	data/chars/0yuri/kfyuri/rise1.gif
	frame	data/chars/0yuri/kfyuri/rise2.gif
	frame	data/chars/0yuri/kfyuri/rise3.gif
	frame	data/chars/0yuri/kfyuri/rise4.gif
	frame	data/chars/0yuri/kfyuri/rise5.gif
	frame	data/chars/0yuri/kfyuri/rise6.gif
	frame	data/chars/0yuri/kfyuri/dgd11.gif
		
anim	respawn
	loop	0
	delay	6
	offset	145 203
	bbox	0 0 0 0
	jumpframe	1 2.4
	frame	data/chars/0yuri/kfyuri/dgd11.gif
	frame	data/chars/0yuri/kfyuri/grabat01.gif
	frame	data/chars/0yuri/kfyuri/grabat03.gif
	frame	data/chars/0yuri/kfyuri/grabat04.gif
	frame	data/chars/0yuri/kfyuri/grabat05.gif
	frame	data/chars/0yuri/kfyuri/rise5.gif
	frame	data/chars/0yuri/kfyuri/rise6.gif
	frame	data/chars/0yuri/kfyuri/dgd11.gif
	delay	9
	frame	data/chars/0yuri/kfyuri/blk01.gif
	frame	data/chars/0yuri/kfyuri/win01.gif
	frame	data/chars/0yuri/kfyuri/win02.gif
	frame	data/chars/0yuri/kfyuri/win03.gif
	delay	25
	frame	data/chars/0yuri/kfyuri/win04.gif
		
anim	rise
	loop	0
	delay	35
	offset	145 203
	bbox	0 0 0 0
	frame	data/chars/0yuri/kfyuri/fall4.gif
	delay	8
	frame	data/chars/0yuri/kfyuri/rise1.gif
	frame	data/chars/0yuri/kfyuri/rise2.gif
	frame	data/chars/0yuri/kfyuri/rise3.gif
	frame	data/chars/0yuri/kfyuri/rise4.gif
	frame	data/chars/0yuri/kfyuri/rise5.gif
	frame	data/chars/0yuri/kfyuri/rise6.gif
	frame	data/chars/0yuri/kfyuri/dgd11.gif
		
anim	run
	loop	1
	delay	8
	cancel	1 6 0 s freespecial30
	offset	145 203
	bbox	132 130 33 60
	frame	data/chars/0yuri/kfyuri/run01.gif
	sound	data/sounds/run.wav
	frame	data/chars/0yuri/kfyuri/run02.gif
	frame	data/chars/0yuri/kfyuri/run03.gif
	frame	data/chars/0yuri/kfyuri/run04.gif
	sound	data/sounds/run.wav
	frame	data/chars/0yuri/kfyuri/run05.gif
	frame	data/chars/0yuri/kfyuri/run06.gif
		
anim	runattack
	loop	0
	delay	4
	offset	145 203
	bbox	120 130 30 70
	fastattack	1
	forcedirection	-1
	hitfx	data/sounds/beat3.wav
	@cmd	dasher 3 0 0
	frame	data/chars/0yuri/kfyuri/c06.gif
	sound	data/sounds/punch3.wav
	frame	data/chars/0yuri/kfyuri/c07.gif
	attack8	120 115 55 40 8 0 1 0 10 15
	frame	data/chars/0yuri/kfyuri/c08.gif
	frame	data/chars/0yuri/kfyuri/c09.gif
	attack8	0 0 0 0
	frame	data/chars/0yuri/kfyuri/c10.gif
	frame	data/chars/0yuri/kfyuri/c11.gif
	delay	5
	attack	140 124 56 40 30 1 0 0 17 0
	dropv	3 3
	frame	data/chars/0yuri/kfyuri/c13.gif
	frame	data/chars/0yuri/kfyuri/c13a.gif
	frame	data/chars/0yuri/kfyuri/c13.gif
	frame	data/chars/0yuri/kfyuri/c13a.gif
	@cmd	dasher 1.5 0 0
	frame	data/chars/0yuri/kfyuri/c13.gif
	frame	data/chars/0yuri/kfyuri/c13a.gif
	delay	6
	attack	0 0 0 0
	frame	data/chars/0yuri/kfyuri/c14.gif
	@cmd	stop
	frame	data/chars/0yuri/kfyuri/c15.gif
	frame	data/chars/0yuri/kfyuri/c16.gif
	frame	data/chars/0yuri/kfyuri/c17.gif
	frame	data/chars/0yuri/kfyuri/c18.gif
		
anim	runjump
	loop	0
	delay	6
	offset	145 203
	bbox	132 90 33 50
	frame	data/chars/0yuri/kfyuri/ju01.gif
	frame	data/chars/0yuri/kfyuri/ju02.gif
	delay	4
	offset	145 180
	frame	data/chars/0yuri/kfyuri/air/ju02a.gif
	bbox	127 101 33 50
	frame	data/chars/0yuri/kfyuri/air/ju03.gif
	frame	data/chars/0yuri/kfyuri/air/ju04.gif
	frame	data/chars/0yuri/kfyuri/air/ju05.gif
	frame	data/chars/0yuri/kfyuri/air/ju06.gif
	offset	140 187
	frame	data/chars/0yuri/kfyuri/air/spawn08.gif
	offset	145 203
	bbox	127 101 33 50
	delay	6
	frame	data/chars/0yuri/kfyuri/ju04.gif
	frame	data/chars/0yuri/kfyuri/ju05.gif
	frame	data/chars/0yuri/kfyuri/ju06.gif
	frame	data/chars/0yuri/kfyuri/ju05.gif
	frame	data/chars/0yuri/kfyuri/ju06.gif
	frame	data/chars/0yuri/kfyuri/ju05.gif
	frame	data/chars/0yuri/kfyuri/ju06.gif
	frame	data/chars/0yuri/kfyuri/ju05.gif
	frame	data/chars/0yuri/kfyuri/ju06.gif
	frame	data/chars/0yuri/kfyuri/ju05.gif
	frame	data/chars/0yuri/kfyuri/ju06.gif
		
anim	runjumpattack
	loop	0
	delay	8
	offset	145 203
	bbox	123 102 33 50
	sound	data/sounds/yur01.wav
	hitfx	data/sounds/beat5.wav
	forcedirection	-1
	staydown	300 300
	frame	data/chars/0yuri/kfyuri/juatk02.gif
	frame	data/chars/0yuri/kfyuri/juatk03.gif
	frame	data/chars/0yuri/kfyuri/juatk05a.gif
	attack	130 87 80 75 30 1 0 0 30 0
	dropv	3 3
	frame	data/chars/0yuri/kfyuri/juatk05b.gif
	delay	6
	frame	data/chars/0yuri/kfyuri/juatk05c.gif
	frame	data/chars/0yuri/kfyuri/juatk05d.gif
	frame	data/chars/0yuri/kfyuri/juatk05c.gif
	frame	data/chars/0yuri/kfyuri/juatk05d.gif
	frame	data/chars/0yuri/kfyuri/juatk05c.gif
	frame	data/chars/0yuri/kfyuri/juatk05d.gif
	frame	data/chars/0yuri/kfyuri/juatk05c.gif
	frame	data/chars/0yuri/kfyuri/juatk05d.gif
	frame	data/chars/0yuri/kfyuri/juatk05c.gif
	frame	data/chars/0yuri/kfyuri/juatk05d.gif
	frame	data/chars/0yuri/kfyuri/juatk05c.gif
	frame	data/chars/0yuri/kfyuri/juatk05d.gif
	frame	data/chars/0yuri/kfyuri/juatk05c.gif
	frame	data/chars/0yuri/kfyuri/juatk05d.gif
	frame	data/chars/0yuri/kfyuri/juatk05c.gif
	frame	data/chars/0yuri/kfyuri/juatk05d.gif
	frame	data/chars/0yuri/kfyuri/juatk05c.gif
	frame	data/chars/0yuri/kfyuri/juatk05d.gif
	frame	data/chars/0yuri/kfyuri/juatk05c.gif
	frame	data/chars/0yuri/kfyuri/juatk05d.gif
	frame	data/chars/0yuri/kfyuri/juatk05c.gif
	frame	data/chars/0yuri/kfyuri/juatk05d.gif
	frame	data/chars/0yuri/kfyuri/juatk05c.gif
	frame	data/chars/0yuri/kfyuri/juatk05d.gif
	frame	data/chars/0yuri/kfyuri/juatk05c.gif
	frame	data/chars/0yuri/kfyuri/juatk05d.gif
		
anim	runslide
	loop	0
	delay	7
	offset	145 203
	bbox	133 160 33 40
	@cmd	dasher 3 0 0
	frame	data/chars/0yuri/kfyuri/sld04.gif
	sound	data/sounds/yur01.wav
	frame	data/chars/0yuri/kfyuri/sld05.gif
	frame	data/chars/0yuri/kfyuri/sld06.gif
	attack	130 160 87 40 25 1 0 0 18 0
	dropv	3 3
	frame	data/chars/0yuri/kfyuri/sld07.gif
	frame	data/chars/0yuri/kfyuri/sld08.gif
	frame	data/chars/0yuri/kfyuri/sld07.gif
	frame	data/chars/0yuri/kfyuri/sld08.gif
	frame	data/chars/0yuri/kfyuri/sld07.gif
	frame	data/chars/0yuri/kfyuri/sld08.gif
	@cmd	dasher 2.5 0 0
	frame	data/chars/0yuri/kfyuri/sld07.gif
	frame	data/chars/0yuri/kfyuri/sld08.gif
	attack	0 0 0 0
	@cmd	stop
	frame	data/chars/0yuri/kfyuri/sld06.gif
	frame	data/chars/0yuri/kfyuri/sld09.gif
	frame	data/chars/0yuri/kfyuri/sld10.gif
	frame	data/chars/0yuri/kfyuri/c17.gif
		
anim	select
	fshadow	0
	loop	0
	delay	10
	offset	0 0
	bbox	0 0 0 0
	sound	data/sounds/yuri.wav
	frame	data/chars/0yuri/kfyuri/wait10.gif
	frame	data/chars/0yuri/kfyuri/wait11.gif
	frame	data/chars/0yuri/kfyuri/wait12.gif
	frame	data/chars/0yuri/kfyuri/wait13.gif
	delay	80
	frame	data/chars/0yuri/kfyuri/wait13.gif
	delay	30
	frame	data/chars/0yuri/kfyuri/wait13.gif
	frame	data/chars/0yuri/kfyuri/wait13.gif
	frame	data/chars/0yuri/kfyuri/wait13.gif
		
anim	spawn
	loop	0
	delay	6
	offset	145 203
	bbox	0 0 0 0
	jumpframe	1 2.4
	frame	data/chars/0yuri/kfyuri/dgd11.gif
	frame	data/chars/0yuri/kfyuri/grabat01.gif
	frame	data/chars/0yuri/kfyuri/grabat03.gif
	frame	data/chars/0yuri/kfyuri/grabat04.gif
	frame	data/chars/0yuri/kfyuri/grabat05.gif
	frame	data/chars/0yuri/kfyuri/rise5.gif
	frame	data/chars/0yuri/kfyuri/rise6.gif
	frame	data/chars/0yuri/kfyuri/dgd11.gif
	delay	9
	frame	data/chars/0yuri/kfyuri/blk01.gif
	frame	data/chars/0yuri/kfyuri/win01.gif
	frame	data/chars/0yuri/kfyuri/win02.gif
	frame	data/chars/0yuri/kfyuri/win03.gif
	delay	25
	frame	data/chars/0yuri/kfyuri/win04.gif
		
anim	special
	energycost	40
	mponly	1
	loop	0
	delay	5
	offset	145 203
	bbox	0 0 0 0
	jumpframe	0 2.5
	hitfx	data/sounds/beat5.wav
	offset	145 203
	bbox	0 0 0 0
	sound	data/sounds/yurch.wav
	frame	data/chars/0yuri/kfyuri/ju01.gif
	frame	data/chars/0yuri/kfyuri/ju02.gif
	offset	145 180
	frame	data/chars/0yuri/kfyuri/air/ju02a.gif
	frame	data/chars/0yuri/kfyuri/air/ju03.gif
	frame	data/chars/0yuri/kfyuri/air/ju04.gif
	frame	data/chars/0yuri/kfyuri/air/ju05.gif
	frame	data/chars/0yuri/kfyuri/air/ju06.gif
	offset	140 185
	frame	data/chars/0yuri/kfyuri/air/spawn08.gif
	offset	145 175
	@cmd	leaper 0 0.1
	frame	data/chars/0yuri/kfyuri/air/a10.gif
	frame	data/chars/0yuri/kfyuri/air/a09.gif
	offset	145 203
	@cmd	leaper 0 0.1
	frame	data/chars/0yuri/kfyuri/spw21.gif
	frame	data/chars/0yuri/kfyuri/spw20.gif
	offset	145 203
	staydown	400 400
	delay	5
	attack	145 115 80 55 30 1 1 0 20 0
	dropv	3 3
	sound	data/sounds/punch2.wav
	@cmd	leaper 0 0.1
	frame	data/chars/0yuri/kfyuri/spb05.gif
	attack	0 0 0 0
	@cmd	leaper 0 0.1
	frame	data/chars/0yuri/kfyuri/spb05a.gif
	attack	128 120 31 55 30 1 1 0 0 30
	dropv	3 0 1
	@cmd	leaper 0 0.1
	frame	data/chars/0yuri/kfyuri/spb06.gif
	attack	0 0 0 0
	sound	data/sounds/punch2.wav
	@cmd	leaper 0 0.1
	frame	data/chars/0yuri/kfyuri/spb07.gif
	attack	75 115 77 55 30 1 1 0 20 0
	dropv	3 3
	@cmd	leaper 0 0.1
	frame	data/chars/0yuri/kfyuri/spb08.gif
	attack	0 0 0 0
	@cmd	leaper 0 0.1
	frame	data/chars/0yuri/kfyuri/spb08a.gif
	sound	data/sounds/punch2.wav
	attack	128 90 31 55 30 1 1 0 0 30
	dropv	3 0 -1
	@cmd	leaper 0 0.1
	frame	data/chars/0yuri/kfyuri/spb09.gif
	attack	0 0 0 0
	@cmd	leaper 0 0.1
	frame	data/chars/0yuri/kfyuri/spb10.gif
	@cmd	looper 12 4
	delay	6
	frame	data/chars/0yuri/kfyuri/b22.gif
	frame	data/chars/0yuri/kfyuri/b23.gif
	frame	data/chars/0yuri/kfyuri/b27.gif
	delay	7
	frame	data/chars/0yuri/kfyuri/c06.gif
	frame	data/chars/0yuri/kfyuri/c07.gif
	delay	8
	frame	data/chars/0yuri/kfyuri/c08.gif
	frame	data/chars/0yuri/kfyuri/b05.gif
	frame	data/chars/0yuri/kfyuri/b06.gif
		
anim	waiting
	fshadow	0
	loop	0
	delay	9
	offset	0 0 0 0
	frame	data/chars/0yuri/kfyuri/wait1.gif
	frame	data/chars/0yuri/kfyuri/wait2.gif
	frame	data/chars/0yuri/kfyuri/wait3.gif
		
anim	walk
	loop	1
	delay	7
	offset	145 203
	bbox	130 112 33 80
	frame	data/chars/0yuri/kfyuri/ywk01.gif
	frame	data/chars/0yuri/kfyuri/ywk02.gif
	frame	data/chars/0yuri/kfyuri/ywk03.gif
	frame	data/chars/0yuri/kfyuri/ywk04.gif
	frame	data/chars/0yuri/kfyuri/ywk05.gif
	frame	data/chars/0yuri/kfyuri/ywk06.gif
	frame	data/chars/0yuri/kfyuri/ywk07.gif
	frame	data/chars/0yuri/kfyuri/ywk08.gif
		
anim	walkoff
	loop	0
	delay	8
	offset	145 203
	bbox	132 101 33 50
	frame	data/chars/0yuri/kfyuri/ju04.gif
	frame	data/chars/0yuri/kfyuri/ju05.gif
		
#|edited by openBor Stats v 0.67
		
