name goldengloves
type player
health  170
anim	grabforward2
	staydown	200 200
	attackone	0
	delay	3
	hitfx	data/sounds/hard2.wav
	offset	35 88
	frame	data/chars/goldengloves/grabforward2-01.png
	offset	31 82
	frame	data/chars/goldengloves/grabforward2-02.png
	sound	data/sounds/goldone.wav
	attack	0 0 0 0 0 0 0 0 0 0
	offset	23 91
	frame	data/chars/goldengloves/grabforward2-03.png
	attack	27 7 67 47 20 1 1 0 8 20
	dropv	2 0
	offset	16 98
	frame	data/chars/goldengloves/grabforward2-04.png
	attack	0 0 0 0 0 0 0 0 0 0
	offset	14 99
	frame	data/chars/goldengloves/grabforward2-05.png
	attack	0 0 0 0 0 0 0 0 0 0
	offset	14 97
	frame	data/chars/goldengloves/grabforward2-06.png
	attack	0 0 0 0 0 0 0 0 0 0
	offset	13 98
	frame	data/chars/goldengloves/grabforward2-07.png
	sound	data/sounds/goldtwo.wav
	attack	0 0 0 0 0 0 0 0 0 0
	offset	22 113
	frame	data/chars/goldengloves/grabforward2-08.png
	attack	31 8 77 55 30 1 1 0 10 20
	dropv	1 3
	delay	7
	offset	28 90
	frame	data/chars/goldengloves/grabforward2-09.png
	delay	8
	offset	29 85
	frame	data/chars/goldengloves/grabforward2-10.png
	delay	9
	offset	29 84
	frame	data/chars/goldengloves/grabforward2-11.png
	attack	0 0 0 0 0 0 0 0 0 0
	delay	8
	offset	28 85
	frame	data/chars/goldengloves/grabforward2-12.png
	offset	28 85
	frame	data/chars/goldengloves/grabforward2-13.png
	offset	25 88
	frame	data/chars/goldengloves/grabforward2-14.png
	delay	7
	offset	24 101
	frame	data/chars/goldengloves/grabforward2-15.png
		
anim	idle
	loop	1
	delay	7
	offset	24 105
	bbox	9 11 27 95
	frame	data/chars/goldengloves/idle-01.png
	bbox	9 11 27 95
	offset	24 105
	frame	data/chars/goldengloves/idle-02.png
	bbox	9 10 27 95
	offset	24 104
	frame	data/chars/goldengloves/idle-03.png
	bbox	9 11 27 95
	offset	24 105
	frame	data/chars/goldengloves/idle-04.png
	bbox	9 12 27 95
	offset	24 106
	frame	data/chars/goldengloves/idle-05.png
	bbox	9 13 27 95
	offset	24 107
	frame	data/chars/goldengloves/idle-06.png
	bbox	8 11 28 95
	offset	24 105
	frame	data/chars/goldengloves/idle-07.png
	bbox	9 11 27 93
	offset	24 103
	frame	data/chars/goldengloves/idle-08.png
	bbox	9 10 27 95
	offset	24 104
	frame	data/chars/goldengloves/idle-03.png
	bbox	9 11 27 95
	offset	24 105
	frame	data/chars/goldengloves/idle-04.png
	bbox	9 12 27 95
	offset	24 106
	frame	data/chars/goldengloves/idle-05.png
	bbox	9 13 27 95
	offset	24 107
	frame	data/chars/goldengloves/idle-06.png
	bbox	8 11 28 95
	offset	24 105
	frame	data/chars/goldengloves/idle-07.png
	bbox	9 11 27 93
	offset	24 103
	frame	data/chars/goldengloves/idle-08.png
	bbox	9 10 27 95
	offset	24 104
	frame	data/chars/goldengloves/idle-03.png
	bbox	9 11 27 95
	offset	24 105
	frame	data/chars/goldengloves/idle-04.png
	bbox	9 12 27 95
	offset	24 106
	frame	data/chars/goldengloves/idle-05.png
	bbox	9 13 27 95
	offset	24 107
	frame	data/chars/goldengloves/idle-06.png
	bbox	8 11 28 95
	offset	24 105
	frame	data/chars/goldengloves/idle-07.png
	bbox	9 11 27 93
	offset	24 103
	frame	data/chars/goldengloves/idle-08.png
	bbox	9 10 27 95
	offset	24 104
	frame	data/chars/goldengloves/idle-03.png
	bbox	9 11 27 95
	offset	24 105
	frame	data/chars/goldengloves/idle-04.png
	bbox	9 12 27 95
	offset	24 106
	frame	data/chars/goldengloves/idle-05.png
	bbox	9 11 27 96
	offset	24 106
	frame	data/chars/goldengloves/idle-09.png
	bbox	8 11 27 93
	offset	23 104
	frame	data/chars/goldengloves/idle-10.png
	bbox	7 10 27 93
	offset	20 103
	frame	data/chars/goldengloves/idle-11.png
	bbox	6 10 27 91
	offset	19 101
	frame	data/chars/goldengloves/idle-12.png
	bbox	7 10 27 93
	offset	20 103
	frame	data/chars/goldengloves/idle-13.png
	bbox	8 10 27 94
	offset	22 104
	frame	data/chars/goldengloves/idle-14.png
	bbox	10 10 27 95
	offset	26 106
	frame	data/chars/goldengloves/idle-15.png
	bbox	12 10 27 94
	offset	29 106
	frame	data/chars/goldengloves/idle-16.png
	bbox	12 10 27 92
	offset	31 103
	frame	data/chars/goldengloves/idle-17.png
	bbox	13 10 27 91
	offset	32 102
	frame	data/chars/goldengloves/idle-18.png
	bbox	13 10 27 91
	offset	32 103
	frame	data/chars/goldengloves/idle-19.png
	bbox	13 10 27 94
	offset	31 106
	frame	data/chars/goldengloves/idle-20.png
	bbox	12 10 27 94
	offset	28 106
	frame	data/chars/goldengloves/idle-21.png
	bbox	8 11 27 93
	offset	23 104
	frame	data/chars/goldengloves/idle-10.png
	bbox	7 10 27 93
	offset	20 103
	frame	data/chars/goldengloves/idle-11.png
	bbox	6 10 27 91
	offset	19 101
	frame	data/chars/goldengloves/idle-12.png
	bbox	7 10 27 93
	offset	20 103
	frame	data/chars/goldengloves/idle-13.png
	bbox	8 10 27 94
	offset	22 104
	frame	data/chars/goldengloves/idle-14.png
	bbox	10 10 27 95
	offset	26 106
	frame	data/chars/goldengloves/idle-15.png
	bbox	12 10 27 94
	offset	29 106
	frame	data/chars/goldengloves/idle-16.png
	bbox	12 10 27 92
	offset	31 103
	frame	data/chars/goldengloves/idle-17.png
	bbox	13 10 27 91
	offset	32 102
	frame	data/chars/goldengloves/idle-18.png
	bbox	13 10 27 91
	offset	32 103
	frame	data/chars/goldengloves/idle-19.png
	bbox	13 10 27 94
	offset	31 106
	frame	data/chars/goldengloves/idle-20.png
	bbox	12 10 27 94
	offset	28 106
	frame	data/chars/goldengloves/idle-21.png
	bbox	9 10 28 97
	offset	24 106
	frame	data/chars/goldengloves/idle-22.png
		
anim	jump
	delay	7
	bbox	2 24 22 100
	offset	19 123
	frame	data/chars/goldengloves/jump-01.png
	bbox	4 19 22 94
	offset	19 119
	frame	data/chars/goldengloves/jump-02.png
	bbox	4 21 22 76
	offset	20 118
	frame	data/chars/goldengloves/jump-03.png
	bbox	8 5 27 56
	offset	26 98
	frame	data/chars/goldengloves/jump-04.png
	bbox	8 5 27 56
	offset	26 98
	frame	data/chars/goldengloves/jump-05.png
	bbox	11 3 28 60
	offset	28 99
	frame	data/chars/goldengloves/jump-06.png
	bbox	8 8 25 79
	offset	26 105
	frame	data/chars/goldengloves/jump-07.png
	bbox	1 22 24 89
	offset	19 119
	frame	data/chars/goldengloves/jump-08.png
	bbox	2 24 22 100
	offset	19 123
	frame	data/chars/goldengloves/jump-09.png
	bbox	2 24 22 100
	offset	19 123
	frame	data/chars/goldengloves/jump-10.png
		
anim	jumpattack
	bbox	27 4 29 63
	loop	0
	forcedirection	-1
	staydown	500 500
	delay	7
	offset	38 101
	frame	data/chars/goldengloves/jumpattack-01.png
	sound	data/sounds/punch2.wav
	offset	51 104
	frame	data/chars/goldengloves/jumpattack-02.png
	attack	50 6 66 52 25 1 1 0 25 15
	delay	10
	offset	53 95
	frame	data/chars/goldengloves/jumpattack-03.png
	offset	54 94
	frame	data/chars/goldengloves/jumpattack-04.png
	offset	51 96
	frame	data/chars/goldengloves/jumpattack-05.png
	attack	0 0 0 0 0 0 0 0 0 0
	offset	45 97
	frame	data/chars/goldengloves/jumpattack-06.png
	offset	38 101
	frame	data/chars/goldengloves/jumpattack-01.png
	delay	8
	bbox	11 3 28 60
	offset	28 95
	frame	data/chars/goldengloves/jump-06.png
	bbox	8 8 25 79
	offset	26 105
	frame	data/chars/goldengloves/jump-07.png
	bbox	1 22 24 89
	offset	19 119
	frame	data/chars/goldengloves/jump-08.png
	bbox	2 24 22 100
	offset	19 123
	frame	data/chars/goldengloves/jump-09.png
	bbox	2 24 22 100
	offset	19 123
	frame	data/chars/goldengloves/jump-10.png
		
anim	jumpattack2
	bbox	0 3 29 67
	delay	4
	offset	17 98
	frame	data/chars/goldengloves/jumpattack2-01.png
	attack	17 5 57 58 12 0 1 0 35 10
	delay	25
	offset	24 98
	frame	data/chars/goldengloves/jumpattack2-02.png
	attack	17 5 57 58 12 0 0 1 35 10
	offset	24 99
	frame	data/chars/goldengloves/jumpattack2-03.png
	attack	17 5 57 58 12 0 1 0 35 10
	offset	24 98
	frame	data/chars/goldengloves/jumpattack2-02.png
	attack	17 5 57 58 12 0 0 1 35 10
	offset	24 99
	frame	data/chars/goldengloves/jumpattack2-03.png
	attack	0 0 0 0 0 0 0 0 0 0
	delay	50
	offset	21 99
	frame	data/chars/goldengloves/jumpattack2-04.png
		
anim	jumpdelay
	delay	3
	bbox	11 12 29 73
	offset	28 85
	frame	data/chars/goldengloves/jumpdelay-01.png
	bbox	11 17 28 66
	offset	28 82
	frame	data/chars/goldengloves/jumpdelay-02.png
		
anim	jumpland
	delay	3
	bbox	11 12 29 73
	offset	28 85
	frame	data/chars/goldengloves/jumpdelay-01.png
	bbox	11 17 28 66
	offset	28 82
	frame	data/chars/goldengloves/jumpdelay-02.png
		
anim	pain
	loop	0
	delay	5
	offset	23 103
	bbox	2 11 33 93
	frame	data/chars/goldengloves/pain-01.png
	sound	data/sounds/goldowch.wav
	offset	33 99
	frame	data/chars/goldengloves/pain-02.png
	offset	47 99
	frame	data/chars/goldengloves/pain-03.png
	offset	41 101
	frame	data/chars/goldengloves/pain-04.png
		
anim	pain2
	delay	5
	loop	0
	bbox	8 8 28 94
	offset	27 101
	frame	data/chars/goldengloves/pain2-01.png
	offset	27 95
	frame	data/chars/goldengloves/pain2-02.png
	offset	30 85
	frame	data/chars/goldengloves/pain2-03.png
	offset	33 76
	frame	data/chars/goldengloves/pain2-04.png
		
anim	pain3
	loop	0
	delay	5
	offset	23 103
	bbox	2 11 33 93
	move	-6
	frame	data/chars/goldengloves/pain-01.png
	offset	33 99
	frame	data/chars/goldengloves/pain-02.png
	offset	47 99
	frame	data/chars/goldengloves/pain-03.png
	move	-3
	offset	41 108
	frame	data/chars/goldengloves/pain3-01.png
	move	-1
	offset	50 119
	frame	data/chars/goldengloves/pain3-02.png
	delay	40
	offset	50 117
	frame	data/chars/goldengloves/pain3-03.png
		
anim	pain5
	bbox	7 11 36 87
	loop	0
	delay	5
	offset	33 99
	frame	data/chars/goldengloves/pain-02.png
	offset	47 99
	frame	data/chars/goldengloves/pain-03.png
	offset	41 101
	frame	data/chars/goldengloves/pain-04.png
	offset	23 103
	frame	data/chars/goldengloves/pain-01.png
	offset	27 95
	frame	data/chars/goldengloves/pain2-02.png
	offset	30 85
	frame	data/chars/goldengloves/pain2-03.png
	offset	33 76
	frame	data/chars/goldengloves/pain2-04.png
		
anim	respawn
	delay	40
	offset	21 109
	sound	data/sounds/goldfun.wav
	frame	data/chars/goldengloves/respawn-01.png
	delay	7
	offset	21 109
	frame	data/chars/goldengloves/respawn-02.png
	delay	3
	offset	21 115
	frame	data/chars/goldengloves/respawn-03.png
	offset	21 109
	frame	data/chars/goldengloves/respawn-04.png
	delay	7
	offset	21 109
	frame	data/chars/goldengloves/respawn-05.png
	offset	21 109
	frame	data/chars/goldengloves/respawn-06.png
	offset	21 109
	frame	data/chars/goldengloves/respawn-07.png
	delay	3
	offset	21 109
	frame	data/chars/goldengloves/respawn-08.png
	offset	21 109
	frame	data/chars/goldengloves/respawn-09.png
	offset	21 109
	frame	data/chars/goldengloves/respawn-10.png
	delay	7
	offset	21 111
	frame	data/chars/goldengloves/respawn-11.png
	offset	21 110
	frame	data/chars/goldengloves/respawn-12.png
	offset	21 109
	frame	data/chars/goldengloves/respawn-13.png
	offset	21 109
	frame	data/chars/goldengloves/respawn-14.png
	sound	data/sounds/goldfun1.wav
	offset	21 109
	frame	data/chars/goldengloves/respawn-15.png
	delay	30
	offset	21 109
	frame	data/chars/goldengloves/respawn-16.png
	delay	8
	offset	21 108
	frame	data/chars/goldengloves/respawn-17.png
	offset	21 105
	frame	data/chars/goldengloves/respawn-18.png
	offset	23 106
	frame	data/chars/goldengloves/respawn-19.png
		
anim	rise
	delay	8
	offset	46 36
	frame	data/chars/goldengloves/rise-01.png
	offset	42 50
	frame	data/chars/goldengloves/rise-02.png
	offset	34 65
	frame	data/chars/goldengloves/rise-03.png
	offset	29 66
	frame	data/chars/goldengloves/rise-00.png
	offset	28 74
	frame	data/chars/goldengloves/rise-04.png
	offset	27 97
	frame	data/chars/goldengloves/rise-05.png
		
anim	run
	cancel	1 6 0 s freespecial30
	loop	1
	delay	7
	bbox	46 4 29 90
	offset	46 95
	frame	data/chars/goldengloves/run-01.png
	sound	data/sounds/run.wav
	bbox	46 4 29 88
	offset	50 97
	frame	data/chars/goldengloves/run-02.png
	bbox	19 7 28 85
	offset	28 92
	frame	data/chars/goldengloves/run-03.png
	bbox	44 5 30 89
	offset	45 95
	frame	data/chars/goldengloves/run-04.png
	sound	data/sounds/run.wav
	bbox	44 5 30 86
	offset	51 92
	frame	data/chars/goldengloves/run-05.png
	bbox	17 7 30 86
	offset	29 93
	frame	data/chars/goldengloves/run-06.png
		
anim	runattack
	cancel	6 10 0 d f s freespecial7
	cancel	6 10 0 d f j freespecial6
	offset	27 103
	loop	0
	delay	5
	fastattack	1
	cancel	10 15 1 a freespecial4
	forcedirection	-1
	staydown	100 100
	seal	7 1
	@cmd	dasher 2 0 0
	hitfx	data/sounds/hard2.wav
	frame	data/chars/goldengloves/runattack-01.png
	offset	27 101
	frame	data/chars/goldengloves/runattack-02.png
	offset	27 99
	frame	data/chars/goldengloves/runattack-03.png
	offset	20 97
	frame	data/chars/goldengloves/runattack-04.png
	offset	17 97
	frame	data/chars/goldengloves/runattack-05.png
	sound	data/sounds/punch2.wav
	offset	23 107
	frame	data/chars/goldengloves/runattack-06.png
	sound	data/sounds/golddomch.wav
	attack	23 -6 66 54 40 1 1 0 15 20
	offset	13 87
	frame	data/chars/goldengloves/runattack-07.png
	delay	3
	offset	12 85
	frame	data/chars/goldengloves/runattack-08.png
	delay	5
	offset	12 85
	frame	data/chars/goldengloves/runattack-09.png
	attack	0 0 0 0 0 0 0 0 0 0
	offset	12 88
	frame	data/chars/goldengloves/runattack-10.png
	offset	11 90
	frame	data/chars/goldengloves/runattack-11.png
	@cmd	stop
	delay	6
	offset	10 92
	frame	data/chars/goldengloves/runattack-12.png
	offset	14 96
	frame	data/chars/goldengloves/runattack-13.png
	offset	19 101
	frame	data/chars/goldengloves/runattack-14.png
	delay	5
	offset	17 99
	frame	data/chars/goldengloves/attack5-10.png
	offset	20 102
	frame	data/chars/goldengloves/attack5-11.png
	offset	24 104
	frame	data/chars/goldengloves/attack5-12.png
		
anim	runjumpattack
	staydown	200 200
	forcedirection	-1
	hitfx	data/sounds/beat4.wav
	offset	19 99
	delay	6
	frame	data/chars/goldengloves/runjumpattack-01.png
	offset	33 103
	frame	data/chars/goldengloves/runjumpattack-02.png
	sound	data/sounds/goldkono.wav
	delay	7
	offset	45 95
	frame	data/chars/goldengloves/runjumpattack-03.png
	offset	45 93
	frame	data/chars/goldengloves/runjumpattack-04.png
	attack	41 32 75 61 60 1 1 0 40 15
	delay	8
	offset	54 103
	frame	data/chars/goldengloves/runjumpattack-05.png
	offset	54 102
	frame	data/chars/goldengloves/runjumpattack-06.png
	delay	6
	offset	49 114
	frame	data/chars/goldengloves/runjumpattack-07.png
	attack	0 0 0 0 0 0 0 0 0 0
	offset	36 108
	frame	data/chars/goldengloves/runjumpattack-08.png
	bbox	11 3 28 60
	offset	28 95
	frame	data/chars/goldengloves/jump-06.png
	bbox	8 8 25 79
	offset	26 105
	frame	data/chars/goldengloves/jump-07.png
	bbox	1 22 24 89
	offset	19 119
	frame	data/chars/goldengloves/jump-08.png
	bbox	2 24 22 100
	offset	19 123
	frame	data/chars/goldengloves/jump-09.png
	bbox	2 24 22 100
	offset	19 123
	frame	data/chars/goldengloves/jump-10.png
		
anim	runslide
	forcedirection	-1
	fastattack	1
	hitfx	data/sounds/beat5.wav
	@cmd	dasher 2 0 0
	delay	5
	offset	35 48
	frame	data/chars/goldengloves/follow10-01.png
	offset	41 51
	frame	data/chars/goldengloves/follow10-02.png
	delay	8
	offset	42 56
	frame	data/chars/goldengloves/follow10-03.png
	sound	data/sounds/goldshu.wav
	attack	42 9 105 29 20 1 1 0 15 15
	dropv	2 3
	delay	5
	offset	67 31
	frame	data/chars/goldengloves/runslide-01.png
	delay	6
	offset	67 31
	frame	data/chars/goldengloves/runslide-02.png
	delay	5
	offset	67 31
	frame	data/chars/goldengloves/runslide-01.png
	delay	6
	offset	67 31
	frame	data/chars/goldengloves/runslide-02.png
	delay	5
	offset	64 23
	frame	data/chars/goldengloves/runslide-03.png
	delay	8
	offset	63 20
	frame	data/chars/goldengloves/runslide-04.png
	attack	0 0 0 0 0 0 0 0 0 0
	@cmd	stop
	delay	6
	offset	72 20
	frame	data/chars/goldengloves/runslide-05.png
	offset	67 40
	frame	data/chars/goldengloves/death-15.png
	offset	47 47
	frame	data/chars/goldengloves/death-16.png
	offset	43 61
	frame	data/chars/goldengloves/death-17.png
		
anim	select
	delay	6
	sound	data/sounds/blink.wav
	frame	data/chars/goldengloves/select01.png
	sound	data/sounds/goldhi.wav
	frame	data/chars/goldengloves/select01.png
		
anim	spawn
	bbox	0 0 0 0
	delay	60
	offset	11 111
	frame	data/chars/goldengloves/spawn-01.png
	delay	8
	offset	13 110
	frame	data/chars/goldengloves/spawn-02.png
	delay	6
	offset	12 110
	frame	data/chars/goldengloves/spawn-03.png
	delay	8
	offset	12 109
	frame	data/chars/goldengloves/spawn-04.png
	offset	11 109
	frame	data/chars/goldengloves/spawn-05.png
	offset	17 110
	frame	data/chars/goldengloves/spawn-06.png
	sound	data/sounds/goldgo.wav
	offset	18 110
	frame	data/chars/goldengloves/spawn-07.png
	offset	18 109
	frame	data/chars/goldengloves/spawn-08.png
	delay	15
	offset	18 108
	frame	data/chars/goldengloves/spawn-09.png
	delay	8
	offset	16 108
	frame	data/chars/goldengloves/spawn-10.png
	offset	15 108
	frame	data/chars/goldengloves/spawn-11.png
	offset	24 110
	frame	data/chars/goldengloves/spawn-12.png
	offset	61 127
	frame	data/chars/goldengloves/spawn-13.png
	delay	15
	offset	17 112
	frame	data/chars/goldengloves/spawn-14.png
		
anim	special
	energycost	40
	mponly	1
	loop	0
	delay	2
	bbox	0 0 0 0
	hitflash	Flash3
	hitfx	data/sounds/hard2.wav
	staydown	400 400
	offset	28 92
	frame	data/chars/goldengloves/attack7-01.png
	sound	data/sounds/goldkono1.wav
	offset	40 74
	frame	data/chars/goldengloves/special-01.png
	offset	61 43
	frame	data/chars/goldengloves/attack7-02.png
	offset	61 43
	frame	data/chars/goldengloves/attack7-03.png
	offset	62 46
	frame	data/chars/goldengloves/attack7-04.png
	delay	5
	offset	64 50
	frame	data/chars/goldengloves/attack7-05.png
	offset	50 68
	frame	data/chars/goldengloves/attack7-06.png
	attack10	28 -3 48 78 40 1 1 0 0 0
	dropv	6.5 0.5
	delay	6
	offset	17 99
	frame	data/chars/goldengloves/attack7-07.png
	sound	data/sounds/punch2.wav
	delay	5
	attack	0 0 0 0 0 0 0 0 0 0
	offset	18 97
	frame	data/chars/goldengloves/special-02.png
	delay	3
	attack	-8 -6 95 83 40 1 1 0 15 20
	offset	21 117
	frame	data/chars/goldengloves/special-03.png
	delay	6
	offset	16 102
	frame	data/chars/goldengloves/special-04.png
	offset	16 99
	frame	data/chars/goldengloves/special-05.png
	offset	30 103
	frame	data/chars/goldengloves/special-06.png
	offset	30 100
	frame	data/chars/goldengloves/special-07.png
	offset	33 94
	frame	data/chars/goldengloves/special-08.png
	sound	data/sounds/punch2.wav
	attack	0 0 0 0 0 0 0 0 0 0
	offset	34 97
	frame	data/chars/goldengloves/special-09.png
	delay	3
	attack	-9 -7 106 88 40 1 1 0 15 20
	offset	35 118
	frame	data/chars/goldengloves/special-10.png
	delay	6
	offset	35 107
	frame	data/chars/goldengloves/special-11.png
	offset	34 102
	frame	data/chars/goldengloves/special-12.png
	attack10	28 -3 48 78 40 1 1 0 0 0
	dropv	6.5 0.5
	delay	6
	offset	17 99
	frame	data/chars/goldengloves/attack7-07.png
	sound	data/sounds/punch2.wav
	delay	5
	attack	0 0 0 0 0 0 0 0 0 0
	offset	18 97
	frame	data/chars/goldengloves/special-02.png
	delay	3
	attack	-8 -6 95 83 40 1 1 0 15 20
	offset	21 117
	frame	data/chars/goldengloves/special-03.png
	delay	6
	offset	16 102
	frame	data/chars/goldengloves/special-04.png
	offset	16 99
	frame	data/chars/goldengloves/special-05.png
	offset	30 103
	frame	data/chars/goldengloves/special-06.png
	offset	30 100
	frame	data/chars/goldengloves/special-07.png
	offset	33 94
	frame	data/chars/goldengloves/special-08.png
	sound	data/sounds/punch2.wav
	attack	0 0 0 0 0 0 0 0 0 0
	offset	34 97
	frame	data/chars/goldengloves/special-09.png
	delay	3
	attack	-9 -7 106 88 40 1 1 0 15 20
	offset	35 118
	frame	data/chars/goldengloves/special-10.png
	offset	35 107
	frame	data/chars/goldengloves/special-11.png
	attack	0 0 0 0 0 0 0 0 0 0
	offset	34 102
	frame	data/chars/goldengloves/special-12.png
		
anim	waiting
	delay	6
	frame	data/chars/goldengloves/wait01.png
		
anim	walk
	loop	1
	delay	7
	offset	28 112
	bbox	11 11 25 97
	frame	data/chars/goldengloves/walk-01.png
	bbox	11 9 26 101
	offset	28 113
	frame	data/chars/goldengloves/walk-02.png
	bbox	11 11 24 98
	offset	28 109
	frame	data/chars/goldengloves/walk-03.png
	bbox	10 11 24 96
	offset	27 107
	frame	data/chars/goldengloves/walk-04.png
	bbox	11 11 25 99
	offset	28 111
	frame	data/chars/goldengloves/walk-05.png
	bbox	12 11 24 100
	offset	28 112
	frame	data/chars/goldengloves/walk-06.png
	bbox	11 10 25 96
	offset	28 109
	frame	data/chars/goldengloves/walk-07.png
	bbox	11 10 26 97
	offset	28 108
	frame	data/chars/goldengloves/walk-08.png
		
anim	walkoff
	delay	12
	loop	0
	bbox	4 19 22 94
	offset	19 119
	frame	data/chars/goldengloves/jump-02.png
	bbox	4 21 22 76
	offset	20 118
	frame	data/chars/goldengloves/jump-03.png
		
#|edited by openBor Stats v 0.67
		
